Measurement,Value,Timestamp,Line,Time
good_count,23,2022-07-01 02:45:10.046503,line_2,7.7381695666666666
state,idle,2022-07-01 02:46:50.620440,line_1,0.9023361333333334
state,idle,2022-07-01 02:47:44.760608,line_1,1.0003772333333332
bad_count,1,2022-07-01 02:48:44.783242,line_1,14.238605916666668
state,normal,2022-07-01 02:48:44.783242,line_1,14.238605916666668
good_count,48,2022-07-01 02:48:44.783242,line_1,14.238605916666668
bad_count,0,2022-07-01 02:52:54.336677,line_2,5.117330066666667
good_count,13,2022-07-01 02:52:54.336677,line_2,5.117330066666667
state,normal,2022-07-01 02:52:54.336677,line_2,5.117330066666667
bad_count,1,2022-07-01 02:58:01.376481,line_2,9.575286483333334
good_count,29,2022-07-01 02:58:01.376481,line_2,9.575286483333334
state,normal,2022-07-01 02:58:01.376481,line_2,9.575286483333334
bad_count,0,2022-07-01 03:02:59.099597,line_1,8.632823966666667
state,normal,2022-07-01 03:02:59.099597,line_1,8.632823966666667
good_count,19,2022-07-01 03:02:59.099597,line_1,8.632823966666667
state,idle,2022-07-01 03:07:35.893670,line_2,1.1129913500000002
good_count,13,2022-07-01 03:08:42.673151,line_2,8.1038823
state,normal,2022-07-01 03:08:42.673151,line_2,8.1038823
bad_count,1,2022-07-01 03:08:42.673151,line_2,8.1038823
state,normal,2022-07-01 03:11:37.069035,line_1,12.343356233333333
bad_count,1,2022-07-01 03:11:37.069035,line_1,12.343356233333333
good_count,29,2022-07-01 03:11:37.069035,line_1,12.343356233333333
state,idle,2022-07-01 03:16:48.906089,line_2,0.5788892333333333
bad_count,1,2022-07-01 03:17:23.639443,line_2,8.225191666666667
good_count,28,2022-07-01 03:17:23.639443,line_2,8.225191666666667
state,normal,2022-07-01 03:17:23.639443,line_2,8.225191666666667
bad_count,1,2022-07-01 03:23:57.670409,line_1,8.548352633333334
good_count,21,2022-07-01 03:23:57.670409,line_1,8.548352633333334
state,normal,2022-07-01 03:23:57.670409,line_1,8.548352633333334
state,idle,2022-07-01 03:25:37.150943,line_2,0.8366875500000001
state,idle,2022-07-01 03:26:27.352196,line_2,1.0411055166666665
bad_count,0,2022-07-01 03:27:29.818527,line_2,6.551447166666667
state,normal,2022-07-01 03:27:29.818527,line_2,6.551447166666667
good_count,11,2022-07-01 03:27:29.818527,line_2,6.551447166666667
bad_count,0,2022-07-01 03:32:30.571567,line_1,12.608138716666668
good_count,28,2022-07-01 03:32:30.571567,line_1,12.608138716666668
state,normal,2022-07-01 03:32:30.571567,line_1,12.608138716666668
good_count,18,2022-07-01 03:34:02.905357,line_2,6.318751033333333
state,normal,2022-07-01 03:34:02.905357,line_2,6.318751033333333
bad_count,1,2022-07-01 03:34:02.905357,line_2,6.318751033333333
bad_count,2,2022-07-01 03:40:22.030419,line_2,8.000512683333334
good_count,26,2022-07-01 03:40:22.030419,line_2,8.000512683333334
state,normal,2022-07-01 03:40:22.030419,line_2,8.000512683333334
bad_count,1,2022-07-01 03:45:07.059890,line_1,8.697099466666666
state,normal,2022-07-01 03:45:07.059890,line_1,8.697099466666666
good_count,33,2022-07-01 03:45:07.059890,line_1,8.697099466666666
state,idle,2022-07-01 03:48:22.061180,line_2,1.16595195
good_count,21,2022-07-01 03:49:32.018297,line_2,9.0555571
state,normal,2022-07-01 03:49:32.018297,line_2,9.0555571
bad_count,1,2022-07-01 03:49:32.018297,line_2,9.0555571
state,idle,2022-07-01 03:53:48.885858,line_1,1.2159083666666668
state,normal,2022-07-01 03:55:01.840360,line_1,14.07025105
bad_count,1,2022-07-01 03:55:01.840360,line_1,14.07025105
good_count,45,2022-07-01 03:55:01.840360,line_1,14.07025105
state,idle,2022-07-01 03:58:35.351723,line_2,0.8684388666666667
state,idle,2022-07-01 03:59:27.458055,line_2,1.33839875
state,normal,2022-07-01 04:00:47.761980,line_2,12.561063716666666
bad_count,2,2022-07-01 04:00:47.761980,line_2,12.561063716666666
good_count,31,2022-07-01 04:00:47.761980,line_2,12.561063716666666
state,normal,2022-07-01 04:09:06.055423,line_1,11.55564195
good_count,46,2022-07-01 04:09:06.055423,line_1,11.55564195
bad_count,1,2022-07-01 04:09:06.055423,line_1,11.55564195
bad_count,2,2022-07-01 04:13:21.425803,line_2,14.785264233333333
good_count,25,2022-07-01 04:13:21.425803,line_2,14.785264233333333
state,normal,2022-07-01 04:13:21.425803,line_2,14.785264233333333
state,normal,2022-07-01 04:20:39.393940,line_1,9.626747366666667
good_count,40,2022-07-01 04:20:39.393940,line_1,9.626747366666667
bad_count,1,2022-07-01 04:20:39.393940,line_1,9.626747366666667
state,normal,2022-07-01 04:28:08.541657,line_2,11.834788966666668
good_count,23,2022-07-01 04:28:08.541657,line_2,11.834788966666668
bad_count,1,2022-07-01 04:28:08.541657,line_2,11.834788966666668
state,idle,2022-07-01 04:30:16.998782,line_1,1.4819946333333334
bad_count,0,2022-07-01 04:31:45.918460,line_1,6.053207583333333
good_count,23,2022-07-01 04:31:45.918460,line_1,6.053207583333333
state,normal,2022-07-01 04:31:45.918460,line_1,6.053207583333333
good_count,31,2022-07-01 04:37:49.110915,line_1,9.66438165
bad_count,1,2022-07-01 04:37:49.110915,line_1,9.66438165
state,normal,2022-07-01 04:37:49.110915,line_1,9.66438165
state,idle,2022-07-01 04:39:58.628995,line_2,0.6568940833333333
good_count,25,2022-07-01 04:40:38.042640,line_2,12.755995116666666
bad_count,2,2022-07-01 04:40:38.042640,line_2,12.755995116666666
state,normal,2022-07-01 04:40:38.042640,line_2,12.755995116666666
bad_count,1,2022-07-01 04:47:28.973814,line_1,12.798359166666668
good_count,35,2022-07-01 04:47:28.973814,line_1,12.798359166666668
state,normal,2022-07-01 04:47:28.973814,line_1,12.798359166666668
state,normal,2022-07-01 04:53:23.402347,line_2,5.770505200000001
bad_count,1,2022-07-01 04:53:23.402347,line_2,5.770505200000001
good_count,14,2022-07-01 04:53:23.402347,line_2,5.770505200000001
state,normal,2022-07-01 04:59:09.632659,line_2,10.5107117
good_count,23,2022-07-01 04:59:09.632659,line_2,10.5107117
bad_count,1,2022-07-01 04:59:09.632659,line_2,10.5107117
state,idle,2022-07-01 05:00:16.875364,line_1,0.7946881833333334
state,normal,2022-07-01 05:01:04.556655,line_1,7.199599066666667
bad_count,0,2022-07-01 05:01:04.556655,line_1,7.199599066666667
good_count,17,2022-07-01 05:01:04.556655,line_1,7.199599066666667
bad_count,0,2022-07-01 05:08:16.532599,line_1,11.654490533333334
good_count,33,2022-07-01 05:08:16.532599,line_1,11.654490533333334
state,normal,2022-07-01 05:08:16.532599,line_1,11.654490533333334
good_count,37,2022-07-01 05:09:40.275361,line_2,12.801156433333334
state,normal,2022-07-01 05:09:40.275361,line_2,12.801156433333334
bad_count,1,2022-07-01 05:09:40.275361,line_2,12.801156433333334
state,idle,2022-07-01 05:19:55.802031,line_1,0.7722431000000001
state,idle,2022-07-01 05:20:42.136617,line_1,1.3551532166666667
state,idle,2022-07-01 05:22:03.445810,line_1,0.6267478166666667
bad_count,2,2022-07-01 05:22:28.344747,line_2,12.6158506
good_count,39,2022-07-01 05:22:28.344747,line_2,12.6158506
state,normal,2022-07-01 05:22:28.344747,line_2,12.6158506
good_count,55,2022-07-01 05:22:41.050679,line_1,14.052373416666667
bad_count,1,2022-07-01 05:22:41.050679,line_1,14.052373416666667
state,normal,2022-07-01 05:22:41.050679,line_1,14.052373416666667
bad_count,1,2022-07-01 05:35:05.295783,line_2,8.683933116666667
good_count,28,2022-07-01 05:35:05.295783,line_2,8.683933116666667
state,normal,2022-07-01 05:35:05.295783,line_2,8.683933116666667
good_count,28,2022-07-01 05:36:44.193084,line_1,6.8022611
bad_count,1,2022-07-01 05:36:44.193084,line_1,6.8022611
state,normal,2022-07-01 05:36:44.193084,line_1,6.8022611
state,idle,2022-07-01 05:43:32.328750,line_1,1.3454385500000001
state,idle,2022-07-01 05:43:46.331770,line_2,0.8589593833333333
state,normal,2022-07-01 05:44:37.869333,line_2,6.155168716666666
bad_count,1,2022-07-01 05:44:37.869333,line_2,6.155168716666666
good_count,21,2022-07-01 05:44:37.869333,line_2,6.155168716666666
state,normal,2022-07-01 05:44:53.055063,line_1,6.733013183333333
good_count,14,2022-07-01 05:44:53.055063,line_1,6.733013183333333
bad_count,0,2022-07-01 05:44:53.055063,line_1,6.733013183333333
state,idle,2022-07-01 05:50:47.179456,line_2,0.762025
state,normal,2022-07-01 05:51:32.900956,line_2,12.291760533333333
good_count,33,2022-07-01 05:51:32.900956,line_2,12.291760533333333
bad_count,2,2022-07-01 05:51:32.900956,line_2,12.291760533333333
state,idle,2022-07-01 05:51:37.035854,line_1,0.78352205
state,idle,2022-07-01 05:52:24.047177,line_1,0.68799585
state,normal,2022-07-01 05:53:05.326928,line_1,7.863779783333333
good_count,23,2022-07-01 05:53:05.326928,line_1,7.863779783333333
bad_count,0,2022-07-01 05:53:05.326928,line_1,7.863779783333333
state,idle,2022-07-01 06:00:57.153715,line_1,0.6964289333333333
state,normal,2022-07-01 06:01:38.939451,line_1,5.4730383
bad_count,0,2022-07-01 06:01:38.939451,line_1,5.4730383
good_count,16,2022-07-01 06:01:38.939451,line_1,5.4730383
bad_count,1,2022-07-01 06:03:50.406588,line_2,7.763836100000001
good_count,13,2022-07-01 06:03:50.406588,line_2,7.763836100000001
state,normal,2022-07-01 06:03:50.406588,line_2,7.763836100000001
state,idle,2022-07-01 06:07:07.321749,line_1,0.5203661166666667
state,idle,2022-07-01 06:07:38.543716,line_1,0.9617983333333334
state,idle,2022-07-01 06:08:36.251616,line_1,0.8188446333333333
state,idle,2022-07-01 06:09:25.382294,line_1,1.3394266666666668
state,idle,2022-07-01 06:10:45.747894,line_1,0.50983995
bad_count,0,2022-07-01 06:11:16.338291,line_1,6.948209883333333
good_count,15,2022-07-01 06:11:16.338291,line_1,6.948209883333333
state,normal,2022-07-01 06:11:16.338291,line_1,6.948209883333333
good_count,11,2022-07-01 06:11:36.236754,line_2,5.1976716000000005
bad_count,0,2022-07-01 06:11:36.236754,line_2,5.1976716000000005
state,normal,2022-07-01 06:11:36.236754,line_2,5.1976716000000005
state,idle,2022-07-01 06:16:48.097050,line_2,0.79717485
state,normal,2022-07-01 06:17:35.927541,line_2,8.491912216666666
good_count,26,2022-07-01 06:17:35.927541,line_2,8.491912216666666
bad_count,2,2022-07-01 06:17:35.927541,line_2,8.491912216666666
state,normal,2022-07-01 06:18:13.230884,line_1,12.340262300000001
good_count,39,2022-07-01 06:18:13.230884,line_1,12.340262300000001
bad_count,1,2022-07-01 06:18:13.230884,line_1,12.340262300000001
state,idle,2022-07-01 06:26:05.442274,line_2,1.1538749000000001
state,idle,2022-07-01 06:27:14.674768,line_2,1.1972549833333335
state,idle,2022-07-01 06:28:26.510067,line_2,1.2244214
good_count,24,2022-07-01 06:29:39.975351,line_2,8.220713866666667
bad_count,1,2022-07-01 06:29:39.975351,line_2,8.220713866666667
state,normal,2022-07-01 06:29:39.975351,line_2,8.220713866666667
bad_count,1,2022-07-01 06:30:33.646622,line_1,14.028241366666666
good_count,49,2022-07-01 06:30:33.646622,line_1,14.028241366666666
state,normal,2022-07-01 06:30:33.646622,line_1,14.028241366666666
bad_count,1,2022-07-01 06:37:53.218183,line_2,8.641896733333335
good_count,19,2022-07-01 06:37:53.218183,line_2,8.641896733333335
state,normal,2022-07-01 06:37:53.218183,line_2,8.641896733333335
state,idle,2022-07-01 06:44:35.341104,line_1,0.7882862166666667
bad_count,1,2022-07-01 06:45:22.638277,line_1,14.936457883333333
state,normal,2022-07-01 06:45:22.638277,line_1,14.936457883333333
good_count,47,2022-07-01 06:45:22.638277,line_1,14.936457883333333
state,idle,2022-07-01 06:46:31.731987,line_2,0.7684957
state,idle,2022-07-01 06:47:17.841729,line_2,0.5458151
good_count,20,2022-07-01 06:47:50.590635,line_2,12.850469616666667
bad_count,1,2022-07-01 06:47:50.590635,line_2,12.850469616666667
state,normal,2022-07-01 06:47:50.590635,line_2,12.850469616666667
state,idle,2022-07-01 07:00:18.825750,line_1,1.1371496666666667
state,idle,2022-07-01 07:00:41.618812,line_2,1.1754956166666666
state,idle,2022-07-01 07:01:27.054730,line_1,0.6811501
state,normal,2022-07-01 07:01:52.148549,line_2,12.338825616666666
bad_count,2,2022-07-01 07:01:52.148549,line_2,12.338825616666666
good_count,40,2022-07-01 07:01:52.148549,line_2,12.338825616666666
state,idle,2022-07-01 07:02:07.923736,line_1,1.0844357500000001
state,normal,2022-07-01 07:03:12.989881,line_1,8.41139105
good_count,35,2022-07-01 07:03:12.989881,line_1,8.41139105
bad_count,1,2022-07-01 07:03:12.989881,line_1,8.41139105
state,idle,2022-07-01 07:11:37.673344,line_1,0.8911759666666667
state,idle,2022-07-01 07:12:31.143902,line_1,1.2191134000000001
state,idle,2022-07-01 07:13:44.290706,line_1,0.9759340833333333
state,idle,2022-07-01 07:14:12.478086,line_2,0.6213788833333334
state,idle,2022-07-01 07:14:42.846751,line_1,1.0213879666666668
state,idle,2022-07-01 07:14:49.760819,line_2,1.2120555666666666
state,idle,2022-07-01 07:15:44.130029,line_1,0.70657375
state,idle,2022-07-01 07:16:02.484153,line_2,1.1623416833333333
state,idle,2022-07-01 07:16:26.524454,line_1,0.8005982166666666
state,normal,2022-07-01 07:17:12.224654,line_2,13.809642683333333
bad_count,1,2022-07-01 07:17:12.224654,line_2,13.809642683333333
good_count,25,2022-07-01 07:17:12.224654,line_2,13.809642683333333
state,idle,2022-07-01 07:17:14.560347,line_1,1.0603707666666666
state,idle,2022-07-01 07:18:18.182593,line_1,0.7677458500000001
state,idle,2022-07-01 07:19:04.247344,line_1,0.6495812833333333
bad_count,0,2022-07-01 07:19:43.222221,line_1,5.808350783333334
good_count,16,2022-07-01 07:19:43.222221,line_1,5.808350783333334
state,normal,2022-07-01 07:19:43.222221,line_1,5.808350783333334
bad_count,1,2022-07-01 07:25:31.723268,line_1,7.604510816666666
state,normal,2022-07-01 07:25:31.723268,line_1,7.604510816666666
good_count,28,2022-07-01 07:25:31.723268,line_1,7.604510816666666
state,idle,2022-07-01 07:31:00.803215,line_2,0.99977795
state,idle,2022-07-01 07:32:00.789892,line_2,0.7357691000000001
bad_count,1,2022-07-01 07:32:44.936038,line_2,13.9574175
good_count,26,2022-07-01 07:32:44.936038,line_2,13.9574175
state,normal,2022-07-01 07:32:44.936038,line_2,13.9574175
bad_count,1,2022-07-01 07:33:07.993917,line_1,14.8664924
state,normal,2022-07-01 07:33:07.993917,line_1,14.8664924
good_count,55,2022-07-01 07:33:07.993917,line_1,14.8664924
state,normal,2022-07-01 07:46:42.381088,line_2,11.700670166666667
good_count,18,2022-07-01 07:46:42.381088,line_2,11.700670166666667
bad_count,1,2022-07-01 07:46:42.381088,line_2,11.700670166666667
state,planned_stop,2022-07-01 07:47:59.983461,line_1,19.36411286666667
bad_count,1,2022-07-01 07:58:24.421298,line_2,6.407653016666667
good_count,20,2022-07-01 07:58:24.421298,line_2,6.407653016666667
state,normal,2022-07-01 07:58:24.421298,line_2,6.407653016666667
bad_count,1,2022-07-01 08:04:48.880479,line_2,5.562554316666667
state,normal,2022-07-01 08:04:48.880479,line_2,5.562554316666667
good_count,16,2022-07-01 08:04:48.880479,line_2,5.562554316666667
state,idle,2022-07-01 08:07:21.830233,line_1,1.0968986833333332
good_count,31,2022-07-01 08:08:27.644154,line_1,9.754881666666668
state,normal,2022-07-01 08:08:27.644154,line_1,9.754881666666668
bad_count,1,2022-07-01 08:08:27.644154,line_1,9.754881666666668
state,idle,2022-07-01 08:10:22.633738,line_2,1.1410486333333334
bad_count,1,2022-07-01 08:11:31.096656,line_2,5.1268539833333335
state,normal,2022-07-01 08:11:31.096656,line_2,5.1268539833333335
good_count,11,2022-07-01 08:11:31.096656,line_2,5.1268539833333335
good_count,11,2022-07-01 08:16:38.707895,line_2,5.94022335
bad_count,1,2022-07-01 08:16:38.707895,line_2,5.94022335
state,normal,2022-07-01 08:16:38.707895,line_2,5.94022335
state,idle,2022-07-01 08:18:12.937054,line_1,1.2540173333333333
state,idle,2022-07-01 08:19:28.178094,line_1,0.7400216666666667
state,idle,2022-07-01 08:20:12.579394,line_1,0.7143700666666667
state,normal,2022-07-01 08:20:55.441598,line_1,8.728982533333333
good_count,24,2022-07-01 08:20:55.441598,line_1,8.728982533333333
bad_count,0,2022-07-01 08:20:55.441598,line_1,8.728982533333333
bad_count,2,2022-07-01 08:22:35.121296,line_2,9.685215433333333
good_count,28,2022-07-01 08:22:35.121296,line_2,9.685215433333333
state,normal,2022-07-01 08:22:35.121296,line_2,9.685215433333333
state,idle,2022-07-01 08:29:39.180550,line_1,1.2509580333333332
state,normal,2022-07-01 08:30:54.238032,line_1,10.944599466666666
good_count,32,2022-07-01 08:30:54.238032,line_1,10.944599466666666
bad_count,1,2022-07-01 08:30:54.238032,line_1,10.944599466666666
bad_count,1,2022-07-01 08:32:16.234222,line_2,10.919855933333334
state,normal,2022-07-01 08:32:16.234222,line_2,10.919855933333334
good_count,30,2022-07-01 08:32:16.234222,line_2,10.919855933333334
good_count,22,2022-07-01 08:41:50.914000,line_1,8.737149116666666
state,normal,2022-07-01 08:41:50.914000,line_1,8.737149116666666
bad_count,0,2022-07-01 08:41:50.914000,line_1,8.737149116666666
bad_count,1,2022-07-01 08:43:11.425578,line_2,5.63540275
good_count,16,2022-07-01 08:43:11.425578,line_2,5.63540275
state,normal,2022-07-01 08:43:11.425578,line_2,5.63540275
state,idle,2022-07-01 08:48:49.549743,line_2,1.17280805
state,idle,2022-07-01 08:49:59.918226,line_2,0.5203880166666667
state,idle,2022-07-01 08:50:31.141507,line_2,1.3465943666666667
state,normal,2022-07-01 08:50:35.142947,line_1,7.001795916666667
bad_count,0,2022-07-01 08:50:35.142947,line_1,7.001795916666667
good_count,17,2022-07-01 08:50:35.142947,line_1,7.001795916666667
state,idle,2022-07-01 08:51:51.937169,line_2,0.9335786666666667
state,normal,2022-07-01 08:52:47.951889,line_2,7.73160725
good_count,26,2022-07-01 08:52:47.951889,line_2,7.73160725
bad_count,2,2022-07-01 08:52:47.951889,line_2,7.73160725
state,idle,2022-07-01 08:57:35.250702,line_1,1.4071803333333333
state,normal,2022-07-01 08:58:59.681522,line_1,11.282226766666668
good_count,43,2022-07-01 08:58:59.681522,line_1,11.282226766666668
bad_count,1,2022-07-01 08:58:59.681522,line_1,11.282226766666668
bad_count,1,2022-07-01 09:00:31.848324,line_2,13.294831266666668
good_count,28,2022-07-01 09:00:31.848324,line_2,13.294831266666668
state,normal,2022-07-01 09:00:31.848324,line_2,13.294831266666668
state,idle,2022-07-01 09:10:16.615128,line_1,0.9800487166666667
state,idle,2022-07-01 09:11:15.418051,line_1,1.1135743833333334
state,normal,2022-07-01 09:12:22.232514,line_1,12.935212799999999
bad_count,1,2022-07-01 09:12:22.232514,line_1,12.935212799999999
good_count,38,2022-07-01 09:12:22.232514,line_1,12.935212799999999
state,normal,2022-07-01 09:13:49.538200,line_2,6.882867266666667
good_count,11,2022-07-01 09:13:49.538200,line_2,6.882867266666667
bad_count,1,2022-07-01 09:13:49.538200,line_2,6.882867266666667
state,normal,2022-07-01 09:20:42.510236,line_2,8.276015533333332
bad_count,1,2022-07-01 09:20:42.510236,line_2,8.276015533333332
good_count,17,2022-07-01 09:20:42.510236,line_2,8.276015533333332
state,normal,2022-07-01 09:25:18.345282,line_1,7.185669983333333
